Ingredient,Substitute,Context,Equivalent
pineapple,1 pound papaya,"The category is: Common Tropical Fruit. Pineapples are juicy, mildly acidic, and very versatile. They can be squeezed for juice, sliced on cakes, skewered and grilled, or eaten raw without adornment. Select only ripe pineapples that give a little when you squeeze them. Hard, unripe pineapples stop becoming sweeter once they're picked. A new variety, the golden pineapple, is sweeter, juicier, and richer in vitamin C than ordinary pineapples. A white pineapple also has been developed. Canned pineapple is an acceptable substitute for fresh in many recipes. Like a pineapple, it holds its shape when cooked.",1 pound pineapple
pineapple juice,1 cup grapefruit juice,The category is: Juices.,1 cup pineapple juice
pineapple juice,1 cup orange juice,The category is: Juices.,1 cup pineapple juice
pineapple vinegar,1 cup cider vinegar,"The category is: Vinegars. This is used in Mexico, but hard to find in the United States. Grab a bottle if you can find it, for it's reputed to be quite good.",1 cup pineapple vinegar
pumpkin,1 pound Hubbard squash,The category is: Winter Squash. Use the small sugar pumpkin = pie pumpkin for pies; the larger jack o'lantern pumpkin is too watery.  Canned pumpkin purée is convenient and a good substitute for fresh. especially in pies,1 pound pumpkin
pumpkin,1 pound calabaza,The category is: Winter Squash. Use the small sugar pumpkin = pie pumpkin for pies; the larger jack o'lantern pumpkin is too watery.  Canned pumpkin purée is convenient and a good substitute for fresh.,1 pound pumpkin
pumpkin,1 pound butternut squash,The category is: Winter Squash. Use the small sugar pumpkin = pie pumpkin for pies; the larger jack o'lantern pumpkin is too watery.  Canned pumpkin purée is convenient and a good substitute for fresh. good in pies,1 pound pumpkin
pumpkin,1 pound buttercup squash,The category is: Winter Squash. Use the small sugar pumpkin = pie pumpkin for pies; the larger jack o'lantern pumpkin is too watery.  Canned pumpkin purée is convenient and a good substitute for fresh.,1 pound pumpkin
pumpkin,1 pound acorn squash,The category is: Winter Squash. Use the small sugar pumpkin = pie pumpkin for pies; the larger jack o'lantern pumpkin is too watery.  Canned pumpkin purée is convenient and a good substitute for fresh.,1 pound pumpkin
pumpkin,1 pound sweet potato,The category is: Winter Squash. Use the small sugar pumpkin = pie pumpkin for pies; the larger jack o'lantern pumpkin is too watery.  Canned pumpkin purée is convenient and a good substitute for fresh. especially for pies,1 pound pumpkin
quinoa,1 cup couscous,"The category is: Other Grains. This ancient seed was a staple of the Incas.   It cooks quickly and has a mild flavor and a delightful, slightly crunchy, texture.  It's got a lot of the amino acid lysine, so it provides a more complete protein than many other cereal grains.  It comes in different colors, ranging from a pale yellow to red to black.   Rinse quinoa before using to remove its bitter natural coating.",1 cup quinoa
quinoa,1 cup Rice,"The category is: Other Grains. This ancient seed was a staple of the Incas.   It cooks quickly and has a mild flavor and a delightful, slightly crunchy, texture.  It's got a lot of the amino acid lysine, so it provides a more complete protein than many other cereal grains.  It comes in different colors, ranging from a pale yellow to red to black.   Rinse quinoa before using to remove its bitter natural coating.",1 cup quinoa
quinoa,1 cup bulgur,"The category is: Other Grains. This ancient seed was a staple of the Incas.   It cooks quickly and has a mild flavor and a delightful, slightly crunchy, texture.  It's got a lot of the amino acid lysine, so it provides a more complete protein than many other cereal grains.  It comes in different colors, ranging from a pale yellow to red to black.   Rinse quinoa before using to remove its bitter natural coating.",1 cup quinoa
quinoa,1 cup millet,"The category is: Other Grains. This ancient seed was a staple of the Incas.   It cooks quickly and has a mild flavor and a delightful, slightly crunchy, texture.  It's got a lot of the amino acid lysine, so it provides a more complete protein than many other cereal grains.  It comes in different colors, ranging from a pale yellow to red to black.   Rinse quinoa before using to remove its bitter natural coating.",1 cup quinoa
quinoa,1 cup buckwheat groats,"The category is: Other Grains. This ancient seed was a staple of the Incas.   It cooks quickly and has a mild flavor and a delightful, slightly crunchy, texture.  It's got a lot of the amino acid lysine, so it provides a more complete protein than many other cereal grains.  It comes in different colors, ranging from a pale yellow to red to black.   Rinse quinoa before using to remove its bitter natural coating.",1 cup quinoa
quinoa,1 cup amaranth seeds,"The category is: Other Grains. This ancient seed was a staple of the Incas.   It cooks quickly and has a mild flavor and a delightful, slightly crunchy, texture.  It's got a lot of the amino acid lysine, so it provides a more complete protein than many other cereal grains.  It comes in different colors, ranging from a pale yellow to red to black.   Rinse quinoa before using to remove its bitter natural coating.",1 cup quinoa
raisins,1 pound prune,"The category is: Other Dried Fruit. The common raisins we see on supermarket shelves are usually dried Thompson seedless grapes. Golden raisins are amber in color and somewhat tart--many cooks prefer them over ordinary raisins for baking and cooking. Muscat raisins are dark and very sweet, and they work well in fruitcakes. Currants are about one-quarter the size of ordinary raisins, and are typically used in baked goods. Store raisins in the refrigerator after you open the package.",1 pound raisins
raisins,1 pound dried cranberries,"The category is: Other Dried Fruit. The common raisins we see on supermarket shelves are usually dried Thompson seedless grapes. Golden raisins are amber in color and somewhat tart--many cooks prefer them over ordinary raisins for baking and cooking. Muscat raisins are dark and very sweet, and they work well in fruitcakes. Currants are about one-quarter the size of ordinary raisins, and are typically used in baked goods. Store raisins in the refrigerator after you open the package.",1 pound raisins
raisins,1 pound dried apricot,"The category is: Other Dried Fruit. The common raisins we see on supermarket shelves are usually dried Thompson seedless grapes. Golden raisins are amber in color and somewhat tart--many cooks prefer them over ordinary raisins for baking and cooking. Muscat raisins are dark and very sweet, and they work well in fruitcakes. Currants are about one-quarter the size of ordinary raisins, and are typically used in baked goods. Store raisins in the refrigerator after you open the package.",1 pound raisins
raisins,1 pound dates,"The category is: Other Dried Fruit. The common raisins we see on supermarket shelves are usually dried Thompson seedless grapes. Golden raisins are amber in color and somewhat tart--many cooks prefer them over ordinary raisins for baking and cooking. Muscat raisins are dark and very sweet, and they work well in fruitcakes. Currants are about one-quarter the size of ordinary raisins, and are typically used in baked goods. Store raisins in the refrigerator after you open the package.",1 pound raisins
raisins,1 pound dried cherry,"The category is: Other Dried Fruit. The common raisins we see on supermarket shelves are usually dried Thompson seedless grapes. Golden raisins are amber in color and somewhat tart--many cooks prefer them over ordinary raisins for baking and cooking. Muscat raisins are dark and very sweet, and they work well in fruitcakes. Currants are about one-quarter the size of ordinary raisins, and are typically used in baked goods. Store raisins in the refrigerator after you open the package.",1 pound raisins
raisins,1 pound chocolate chips,"The category is: Other Dried Fruit. The common raisins we see on supermarket shelves are usually dried Thompson seedless grapes. Golden raisins are amber in color and somewhat tart--many cooks prefer them over ordinary raisins for baking and cooking. Muscat raisins are dark and very sweet, and they work well in fruitcakes. Currants are about one-quarter the size of ordinary raisins, and are typically used in baked goods. Store raisins in the refrigerator after you open the package.",1 pound raisins
